frequency,recency,T,monetary_value,proba_alive,Pred_future_trans,Val_moy_attendu,CLV_predict
4.0,441.0,759.0,3218.86,0.9999999952919583,0.13,3439.7,443.25
4.0,794.0,968.0,3829.65,0.9999999989998469,0.11,4092.24,460.84
1.0,292.0,437.0,625.43,0.9999999982111478,0.09,844.65,73.14
6.0,653.0,967.0,4648.55,0.9999999962211192,0.15,4856.2,721.37
5.0,724.0,970.0,2961.84,0.9999999980473444,0.13,3122.26,407.07
1.0,370.0,857.0,1493.96,0.9999999939406594,0.06,2011.92,126.9
6.0,873.0,981.0,4158.67,0.9999999994575113,0.15,4344.49,639.95
3.0,227.0,1005.0,2047.2,0.9999999519009825,0.09,2239.25,207.41
1.0,775.0,1061.0,6613.42,0.9999999985067602,0.06,8892.22,495.49
2.0,669.0,899.0,2263.59,0.9999999985266859,0.08,2597.5,208.07
3.0,572.0,888.0,2926.41,0.9999999970175195,0.1,3200.45,318.43
2.0,510.0,610.0,2403.38,0.9999999992559345,0.1,2757.8,270.05
1.0,347.0,931.0,4863.1,0.9999999916908934,0.06,6539.88,393.65
2.0,408.0,704.0,2828.8,0.9999999966143258,0.09,3245.65,296.38
4.0,639.0,660.0,1951.15,0.9999999998819376,0.14,2085.34,288.44
5.0,796.0,1001.0,1877.62,0.9999999986674335,0.13,1979.55,253.36
1.0,503.0,601.0,712.72,0.9999999992925559,0.08,961.97,72.71
2.0,934.0,1003.0,1892.87,0.999999999728846,0.08,2172.38,163.32
3.0,672.0,740.0,2361.02,0.9999999996177009,0.11,2582.33,283.53
4.0,756.0,1012.0,2124.64,0.9999999982148504,0.11,2270.69,249.1
2.0,681.0,741.0,3125.49,0.9999999996778322,0.09,3585.88,318.98
3.0,883.0,944.0,2280.72,0.9999999997428486,0.1,2494.54,239.68
3.0,968.0,1085.0,1321.58,0.9999999995221374,0.09,1445.95,127.89
4.0,965.0,1007.0,2213.32,0.9999999998396785,0.11,2365.43,260.25
2.0,1005.0,1021.0,729.3,0.9999999999440117,0.08,838.07,62.35
2.0,1049.0,1094.0,4348.73,0.9999999998457818,0.07,4988.61,355.92
4.0,870.0,1000.0,2386.52,0.9999999993697208,0.11,2550.47,281.78
4.0,856.0,1054.0,2897.59,0.9999999989129975,0.11,3096.47,331.5
1.0,601.0,961.0,6196.84,0.9999999974532767,0.06,8332.36,492.43
3.0,276.0,536.0,3642.45,0.9999999951741081,0.13,3983.28,510.16
3.0,965.0,1037.0,2605.96,0.9999999997195115,0.09,2850.12,259.1
2.0,115.0,848.0,1022.12,0.9999999509098749,0.08,1173.86,97.15
2.0,528.0,827.0,4685.75,0.9999999973658953,0.08,5375.09,451.02
2.0,236.0,969.0,1100.58,0.9999999743982222,0.08,1263.83,96.97
2.0,750.0,987.0,770.18,0.9999999986453438,0.08,884.95,67.17
5.0,699.0,1085.0,2597.41,0.9999999956326941,0.12,2738.17,333.86
5.0,891.0,1089.0,2460.17,0.9999999988887607,0.12,2593.53,315.51
2.0,1058.0,1059.0,2845.38,0.9999999999967142,0.07,3264.66,237.58
1.0,481.0,719.0,2293.98,0.9999999980572858,0.07,3087.1,213.79
2.0,286.0,495.0,1232.08,0.9999999969551163,0.11,1414.63,151.97
2.0,910.0,1091.0,618.8,0.9999999991979307,0.07,711.35,50.84
3.0,932.0,1091.0,2061.56,0.9999999992904078,0.09,2254.94,198.77
1.0,4.0,1023.0,1184.56,0.9999997560969913,0.06,1596.1,90.91
3.0,770.0,883.0,1207.4,0.9999999994157889,0.1,1321.12,131.86
5.0,636.0,805.0,2908.36,0.9999999986810768,0.15,3065.9,443.86
3.0,362.0,804.0,2432.1,0.9999999914047685,0.11,2660.04,279.55
3.0,911.0,1058.0,3441.71,0.9999999993370841,0.09,3763.81,338.05
1.0,156.0,904.0,218.79,0.9999999754685914,0.06,298.15,18.25
3.0,690.0,892.0,796.34,0.9999999986827934,0.1,871.72,86.51
1.0,279.0,557.0,4571.38,0.9999999961474362,0.08,6147.82,481.09
2.0,847.0,1059.0,2508.35,0.9999999989589121,0.07,2878.18,209.46
2.0,410.0,843.0,3029.36,0.999999994207869,0.08,3475.64,288.59
1.0,278.0,672.0,5436.6,0.9999999940560049,0.07,7310.63,523.76
2.0,352.0,519.0,2166.9,0.9999999980897918,0.11,2486.62,261.83
4.0,849.0,957.0,1866.9,0.9999999994803481,0.11,1995.33,226.2
7.0,626.0,736.0,2652.0,0.9999999991603705,0.2,2753.09,532.61
4.0,855.0,971.0,2277.68,0.9999999994391702,0.11,2434.19,273.63
2.0,88.0,944.0,2518.3,0.9999999150770956,0.08,2889.59,225.09
3.0,993.0,1062.0,3227.34,0.9999999997398838,0.09,3529.45,316.27
2.0,585.0,725.0,3974.13,0.9999999990566404,0.09,4559.05,410.13
5.0,712.0,724.0,3671.92,0.9999999999400986,0.15,3870.65,592.48
5.0,529.0,836.0,1969.11,0.9999999958560677,0.14,2075.98,294.44
2.0,597.0,1040.0,1479.6,0.99999999601265,0.07,1698.47,124.96
1.0,28.0,955.0,1088.42,0.9999998975040773,0.06,1466.89,87.01
3.0,497.0,626.0,4400.11,0.999999998927847,0.12,4811.6,574.08
2.0,616.0,687.0,1223.79,0.9999999995741788,0.09,1405.12,129.89
4.0,588.0,993.0,1231.52,0.9999999949456324,0.11,1316.52,146.05
4.0,938.0,976.0,1596.17,0.999999999851513,0.11,1706.09,191.21
6.0,911.0,1054.0,3798.25,0.9999999992602135,0.14,3968.01,560.02
3.0,605.0,813.0,2175.75,0.9999999984237549,0.11,2379.78,248.59
3.0,994.0,1019.0,1867.08,0.9999999999102576,0.09,2042.33,187.62
3.0,523.0,879.0,3818.51,0.9999999960462604,0.1,4175.76,417.85
1.0,541.0,650.0,1748.11,0.9999999992629753,0.07,2353.48,171.38
2.0,813.0,992.0,4043.75,0.9999999991086674,0.08,4638.88,351.04
2.0,452.0,889.0,1235.94,0.999999994703245,0.08,1419.05,114.39
4.0,222.0,462.0,2058.06,0.999999993853872,0.16,2199.55,356.56
2.0,306.0,451.0,1465.23,0.9999999981490799,0.11,1681.99,187.67
1.0,442.0,689.0,2548.13,0.9999999978009653,0.07,3428.67,242.61
3.0,954.0,1039.0,3329.0,0.9999999996599978,0.09,3640.59,330.57
1.0,119.0,968.0,5211.18,0.999999962562773,0.06,7007.68,412.39
1.0,492.0,865.0,4541.55,0.9999999967504618,0.06,6107.73,383.25
2.0,254.0,966.0,3095.66,0.9999999775675975,0.08,3551.67,272.99
2.0,387.0,798.0,2407.24,0.999999994314632,0.09,2762.23,236.29
1.0,324.0,874.0,6221.15,0.9999999918659012,0.06,8365.03,521.87
2.0,429.0,1020.0,4853.71,0.9999999909070888,0.08,5567.69,414.43
2.0,223.0,324.0,1486.22,0.9999999983448773,0.13,1706.06,214.21
4.0,843.0,1028.0,2562.5,0.9999999989877693,0.11,2738.48,297.61
5.0,1060.0,1063.0,1049.31,0.999999999990121,0.12,1106.56,136.61
1.0,702.0,929.0,5961.48,0.9999999987330992,0.06,8016.04,483.1
5.0,652.0,935.0,1940.16,0.9999999972243079,0.13,2045.47,272.43
2.0,618.0,1010.0,854.16,0.9999999967810318,0.08,981.25,73.47
2.0,395.0,1008.0,3646.5,0.9999999893853272,0.08,4183.34,313.59
2.0,232.0,601.0,3961.42,0.9999999920485686,0.1,4544.47,448.1
4.0,964.0,1007.0,2627.69,0.9999999998354543,0.11,2808.12,308.96
5.0,880.0,912.0,1904.58,0.9999999998663145,0.14,2007.97,271.28
2.0,402.0,650.0,2187.9,0.9999999972745572,0.1,2510.7,238.51
2.0,509.0,768.0,5469.2,0.9999999977295668,0.09,6273.5,547.71
3.0,721.0,737.0,1458.6,0.9999999999214337,0.11,1595.75,175.58
2.0,442.0,916.0,4267.51,0.9999999938547968,0.08,4895.48,388.0
3.0,775.0,862.0,2105.02,0.9999999995673463,0.1,2302.46,232.92
5.0,574.0,858.0,1906.12,0.9999999967283262,0.14,2009.59,280.97
6.0,790.0,831.0,2718.12,0.9999999998026616,0.16,2839.76,459.57
1.0,245.0,1023.0,304.98,0.9999999821370956,0.06,413.98,23.58
1.0,630.0,643.0,4054.24,0.9999999999278928,0.07,5452.81,399.16
2.0,311.0,841.0,2980.18,0.9999999893391799,0.08,3419.24,284.28
4.0,608.0,735.0,2690.12,0.9999999990994051,0.13,2874.82,376.7
5.0,761.0,818.0,1963.81,0.9999999997101034,0.14,2070.39,297.15
2.0,476.0,520.0,4126.62,0.9999999996669371,0.11,4733.91,498.05
1.0,596.0,907.0,2994.55,0.9999999978484277,0.06,4028.64,246.14
4.0,971.0,1071.0,3407.82,0.9999999995880129,0.11,3641.58,386.1
3.0,542.0,910.0,3438.76,0.9999999960030381,0.1,3760.59,369.01
1.0,517.0,777.0,2064.14,0.999999997994278,0.07,2778.21,184.79
5.0,657.0,675.0,2170.44,0.9999999999014075,0.16,2288.17,362.83
3.0,601.0,680.0,4545.23,0.9999999994951749,0.12,4970.25,569.62
1.0,561.0,665.0,4296.24,0.9999999993231645,0.07,5778.04,416.1
3.0,697.0,776.0,895.05,0.9999999995661382,0.11,979.64,104.92
2.0,645.0,978.0,2186.8,0.9999999975434075,0.08,2509.44,191.49
5.0,980.0,1086.0,2194.53,0.9999999995491313,0.12,2313.56,281.93
1.0,283.0,585.0,3139.3,0.9999999958001171,0.08,4223.17,323.22
1.0,624.0,695.0,752.5,0.9999999995910354,0.07,1015.43,71.54
4.0,727.0,934.0,2735.7,0.9999999986115593,0.12,2923.51,336.12
5.0,898.0,1012.0,3118.09,0.9999999994587108,0.13,3286.94,417.96
1.0,111.0,423.0,3429.92,0.9999999908683633,0.09,4613.75,404.54
4.0,755.0,795.0,2581.56,0.9999999998042919,0.13,2758.84,346.89
2.0,473.0,1042.0,1812.75,0.9999999923532125,0.07,2080.5,152.89
5.0,526.0,642.0,763.78,0.9999999990114863,0.16,805.63,130.91
2.0,265.0,416.0,4343.76,0.9999999977840648,0.12,4982.91,573.57
4.0,777.0,959.0,1006.93,0.999999998914106,0.11,1076.57,121.9
4.0,833.0,952.0,4132.98,0.9999999994055606,0.11,4416.31,502.18
4.0,984.0,1038.0,1750.32,0.9999999997945264,0.11,1870.78,202.14
3.0,436.0,489.0,2731.93,0.9999999995482385,0.13,2987.84,397.93
5.0,763.0,859.0,4234.14,0.9999999994744306,0.14,4463.2,623.62
3.0,937.0,968.0,1986.05,0.9999999998810882,0.1,2172.39,205.71
2.0,547.0,585.0,2704.49,0.9999999997507916,0.1,3103.1,309.82
4.0,607.0,783.0,1885.96,0.9999999986337487,0.13,2015.69,255.51
5.0,847.0,1017.0,2154.53,0.9999999990413033,0.13,2271.4,287.98
2.0,343.0,550.0,3227.15,0.9999999974647067,0.1,3702.45,380.1
1.0,691.0,1033.0,3342.62,0.9999999979242722,0.06,4496.42,254.62
3.0,378.0,495.0,3724.22,0.9999999987419963,0.13,4072.67,539.66
1.0,585.0,635.0,2740.4,0.9999999996961852,0.07,3687.07,271.54
1.0,166.0,1070.0,2603.38,0.999999967689759,0.06,3502.92,194.19
1.0,89.0,941.0,4425.52,0.9999999538412166,0.06,5951.79,356.05
2.0,605.0,779.0,3085.71,0.9999999988288852,0.09,3540.26,306.77
2.0,956.0,1002.0,982.34,0.9999999998266851,0.08,1128.24,84.87
1.0,415.0,822.0,1365.78,0.9999999957169217,0.07,1839.65,118.72
2.0,555.0,1091.0,1174.62,0.999999994210713,0.07,1348.74,96.39
2.0,344.0,1049.0,2290.66,0.9999999840632776,0.07,2628.54,192.39
3.0,506.0,792.0,1717.17,0.9999999970447944,0.11,1878.43,199.0
2.0,492.0,713.0,2608.35,0.9999999980739727,0.09,2992.85,271.54
1.0,287.0,792.0,1966.9,0.9999999919386416,0.07,2647.52,174.31
1.0,370.0,635.0,2890.68,0.9999999971785518,0.07,3889.04,286.41
4.0,756.0,916.0,4576.08,0.9999999990511337,0.12,4889.69,568.48
4.0,885.0,1052.0,3168.59,0.9999999991587323,0.11,3385.99,362.91
6.0,1012.0,1020.0,3106.16,0.999999999972109,0.15,3245.09,467.1
4.0,518.0,920.0,1834.3,0.9999999941458106,0.12,1960.5,227.36
1.0,96.0,372.0,937.04,0.9999999912712542,0.09,1263.44,116.1
3.0,891.0,902.0,2362.86,0.9999999999565856,0.1,2584.35,254.87
2.0,475.0,807.0,3127.15,0.9999999966134163,0.09,3587.78,305.07
2.0,539.0,1088.0,2619.4,0.9999999937807307,0.07,3005.52,215.16
1.0,853.0,1040.0,980.14,0.999999999162041,0.06,1321.37,74.52
1.0,418.0,990.0,2801.18,0.9999999932706478,0.06,3768.76,218.88
3.0,752.0,1056.0,5309.16,0.9999999979351355,0.09,5805.43,522.01
2.0,472.0,869.0,4190.71,0.9999999956120478,0.08,4807.41,392.51
3.0,792.0,1029.0,6764.07,0.9999999986092005,0.09,7396.03,675.48
1.0,101.0,451.0,2912.78,0.9999999887886067,0.09,3918.74,335.16
4.0,932.0,942.0,2945.1,0.9999999999622007,0.12,3147.23,360.07
4.0,663.0,910.0,3261.96,0.9999999980239498,0.12,3485.75,406.78
4.0,920.0,960.0,2618.3,0.9999999998401088,0.11,2798.09,316.63
2.0,405.0,953.0,1178.48,0.9999999914682055,0.08,1353.16,104.83
1.0,177.0,212.0,128.18,0.9999999993296147,0.11,176.37,19.08
1.0,36.0,139.0,5299.58,0.9999999938606803,0.12,7126.48,839.08
6.0,942.0,1065.0,1548.47,0.999999999413719,0.14,1617.99,226.92
3.0,985.0,1002.0,2686.62,0.9999999999389417,0.09,2938.3,272.64
3.0,963.0,1045.0,3567.68,0.9999999996762721,0.09,3901.53,353.04
8.0,755.0,774.0,3147.32,0.9999999999075808,0.21,3251.73,678.74
2.0,459.0,848.0,1297.27,0.9999999956118544,0.08,1489.38,123.26
3.0,347.0,578.0,4737.5,0.9999999967539828,0.13,5180.46,641.5
3.0,282.0,409.0,1014.39,0.9999999981571532,0.14,1110.11,158.62
3.0,1044.0,1059.0,3442.81,0.9999999999492988,0.09,3765.02,337.96
4.0,808.0,979.0,364.37,0.999999999040714,0.11,390.09,43.64
3.0,858.0,932.0,3539.68,0.9999999996738078,0.1,3870.92,374.68
5.0,767.0,1042.0,2936.21,0.9999999978375245,0.13,3095.25,386.77
2.0,543.0,826.0,1622.14,0.9999999976197402,0.08,1861.92,156.33
2.0,571.0,727.0,3121.07,0.9999999989058286,0.09,3580.81,321.67
4.0,791.0,1056.0,2374.09,0.9999999982213625,0.11,2537.19,271.32
1.0,359.0,895.0,2182.38,0.9999999928809986,0.06,2937.12,180.81
2.0,631.0,864.0,2795.1,0.9999999984085635,0.08,3207.0,262.69
1.0,932.0,1011.0,3755.9,0.9999999996939619,0.06,5051.85,289.78
4.0,606.0,991.0,2340.67,0.9999999955519787,0.11,2501.48,277.84
2.0,123.0,687.0,2550.89,0.9999999723058156,0.09,2926.96,270.58
1.0,996.0,1087.0,3226.6,0.999999999668328,0.06,4340.5,238.32
1.0,410.0,953.0,1467.44,0.999999993625114,0.06,1976.27,117.36
4.0,421.0,722.0,2948.69,0.9999999954701511,0.13,3151.06,416.7
1.0,560.0,866.0,2575.76,0.9999999977542855,0.06,3465.8,217.33
4.0,640.0,977.0,3294.83,0.9999999966799991,0.11,3520.86,394.35
2.0,234.0,447.0,2429.9,0.9999999962586366,0.11,2788.22,312.19
2.0,681.0,1066.0,1160.8,0.9999999971802249,0.07,1332.89,96.61
5.0,204.0,688.0,2189.0,0.999999964199725,0.16,2307.73,362.48
4.0,705.0,831.0,2637.64,0.9999999992384747,0.12,2818.75,346.03
4.0,693.0,904.0,4878.3,0.9999999984953154,0.12,5212.57,610.58
8.0,963.0,1008.0,2360.14,0.9999999998171909,0.18,2438.53,438.83
4.0,250.0,669.0,3337.93,0.9999999849501613,0.14,3566.91,490.1
2.0,249.0,939.0,887.87,0.9999999784645732,0.08,1019.91,79.69
3.0,822.0,854.0,3565.47,0.9999999998596911,0.1,3899.12,396.49
1.0,640.0,833.0,4869.73,0.9999999988412747,0.06,6548.79,419.56
3.0,580.0,692.0,3930.85,0.9999999992241397,0.11,4298.57,488.37
3.0,795.0,880.0,1150.3,0.999999999589281,0.1,1258.7,125.87
4.0,945.0,999.0,3457.27,0.9999999997857529,0.11,3694.41,408.4
3.0,671.0,912.0,4578.38,0.9999999982912815,0.1,5006.49,490.65
3.0,552.0,988.0,5250.59,0.9999999948528853,0.09,5741.4,537.18
2.0,680.0,906.0,5580.25,0.9999999985823713,0.08,6400.85,510.49
8.0,986.0,1060.0,1834.71,0.9999999996831197,0.18,1895.74,331.01
3.0,625.0,628.0,3765.47,0.9999999999832654,0.12,4117.77,490.55
2.0,295.0,361.0,3965.29,0.9999999991888993,0.12,4548.91,551.03
1.0,777.0,856.0,2607.8,0.9999999996326876,0.06,3508.86,221.46
2.0,816.0,966.0,1842.04,0.9999999992747828,0.08,2114.09,162.5
2.0,754.0,1033.0,1853.08,0.9999999983506072,0.07,2126.75,157.11
3.0,824.0,910.0,3036.54,0.9999999995990845,0.1,3320.86,325.86
4.0,644.0,977.0,2944.82,0.9999999967686766,0.11,3146.93,352.47
2.0,209.0,256.0,462.44,0.9999999992103226,0.14,532.05,71.61
6.0,554.0,1056.0,2652.18,0.9999999867357698,0.14,2770.88,390.61
7.0,893.0,1012.0,1918.44,0.9999999993781878,0.16,1991.69,322.8
2.0,432.0,471.0,1277.93,0.9999999996764521,0.11,1467.21,160.88
5.0,631.0,739.0,3143.28,0.999999999256407,0.15,3313.49,501.87
7.0,836.0,904.0,3143.72,0.9999999996647273,0.17,3263.47,564.78
2.0,346.0,1056.0,2335.42,0.9999999839526208,0.07,2679.87,195.36
4.0,923.0,1024.0,1207.21,0.999999999560153,0.11,1290.54,140.58
3.0,571.0,968.0,1427.29,0.9999999957580177,0.1,1561.52,147.86
2.0,578.0,973.0,604.43,0.9999999964984143,0.08,694.88,53.19
3.0,503.0,588.0,1872.24,0.999999999344088,0.12,2047.97,251.62
7.0,973.0,1047.0,2088.29,0.9999999996858857,0.16,2167.99,344.29
2.0,79.0,765.0,4377.46,0.999999943300082,0.09,5021.56,439.31
2.0,441.0,898.0,4702.88,0.9999999941782385,0.08,5394.73,432.42
1.0,665.0,767.0,2795.65,0.9999999994394351,0.07,3761.32,251.9
4.0,577.0,777.0,4523.87,0.9999999982831766,0.13,4833.91,615.27
1.0,317.0,485.0,554.71,0.9999999980542191,0.08,749.61,62.26
1.0,726.0,1088.0,183.43,0.9999999978866725,0.06,250.63,13.75
1.0,150.0,160.0,1162.46,0.9999999997713573,0.12,1566.4,179.87
4.0,615.0,1063.0,2683.49,0.9999999942659445,0.11,2867.74,305.44
3.0,586.0,617.0,2075.19,0.9999999998090188,0.12,2269.85,272.68
4.0,1030.0,1094.0,2279.34,0.9999999997644939,0.11,2435.96,254.94
2.0,474.0,482.0,3494.01,0.9999999999409976,0.11,4008.47,435.41
1.0,686.0,793.0,1383.46,0.9999999994283384,0.07,1863.41,122.6
3.0,928.0,1091.0,3774.68,0.9999999992657547,0.09,4127.84,363.87
2.0,820.0,945.0,2239.28,0.9999999994117028,0.08,2569.62,200.05
1.0,721.0,931.0,707.2,0.9999999988701131,0.06,954.55,57.46
6.0,738.0,814.0,1736.51,0.9999999995739508,0.17,1814.41,296.95
3.0,318.0,604.0,4287.77,0.9999999951698555,0.12,4688.78,568.94
3.0,558.0,897.0,5105.47,0.9999999965931965,0.1,5582.74,552.3
3.0,799.0,814.0,1377.2,0.9999999999336457,0.11,1506.76,157.29
1.0,74.0,926.0,1286.22,0.9999999479903956,0.06,1732.72,104.62
2.0,926.0,1086.0,1028.76,0.9999999993160984,0.07,1181.47,84.67
3.0,402.0,633.0,3928.28,0.9999999972071099,0.12,4295.76,509.82
4.0,567.0,647.0,2879.35,0.9999999994386166,0.14,3076.98,429.74
3.0,552.0,890.0,1571.31,0.9999999965664284,0.1,1718.97,170.81
2.0,553.0,655.0,1430.42,0.9999999992986113,0.1,1642.07,155.41
2.0,181.0,1085.0,5638.26,0.9999999481287549,0.07,6467.37,463.76
2.0,970.0,973.0,3303.95,0.9999999999892315,0.08,3790.52,290.12
4.0,723.0,839.0,3793.46,0.9999999993288855,0.12,4053.58,495.02
1.0,425.0,612.0,1265.22,0.9999999983335139,0.08,1704.5,127.75
1.0,754.0,776.0,4303.98,0.9999999998975662,0.07,5788.45,385.27
2.0,874.0,914.0,1316.06,0.9999999998357973,0.08,1510.93,119.9
2.0,136.0,304.0,2677.97,0.9999999955604333,0.13,3072.69,393.56
1.0,238.0,755.0,686.2,0.9999999901725364,0.07,926.33,62.55
1.0,383.0,1048.0,2681.84,0.9999999908612337,0.06,3608.37,202.57
4.0,345.0,1002.0,2660.56,0.9999999714043207,0.11,2843.24,313.75
2.0,480.0,659.0,2138.17,0.9999999984696237,0.1,2453.68,231.54
2.0,696.0,777.0,2113.31,0.9999999995665461,0.09,2425.17,210.43
3.0,600.0,936.0,3621.09,0.9999999969059881,0.1,3959.92,382.35
2.0,872.0,922.0,1088.43,0.9999999997925777,0.08,1249.9,98.69
1.0,251.0,707.0,692.84,0.9999999921133212,0.07,935.25,65.33
4.0,715.0,810.0,2106.13,0.9999999994628528,0.13,2250.91,280.19
3.0,812.0,922.0,4679.68,0.9999999994640056,0.1,5117.24,498.39
3.0,902.0,1054.0,2495.09,0.9999999993031174,0.09,2728.91,245.66
3.0,723.0,818.0,2264.14,0.9999999994873157,0.11,2476.42,257.83
2.0,580.0,840.0,3303.95,0.9999999980070875,0.08,3790.52,315.35
4.0,701.0,817.0,1521.58,0.999999999306411,0.13,1626.4,201.51
1.0,657.0,998.0,1518.27,0.9999999978221521,0.06,2044.59,118.18
4.0,480.0,588.0,2640.4,0.999999999052561,0.15,2821.7,412.29
2.0,480.0,667.0,1521.03,0.9999999983878964,0.09,1745.98,163.78
1.0,138.0,912.0,4116.12,0.9999999714333984,0.06,5535.97,337.18
4.0,938.0,1026.0,2714.43,0.9999999996303939,0.11,2900.79,315.62
4.0,731.0,921.0,4349.28,0.9999999987697692,0.12,4647.39,538.63
3.0,850.0,1030.0,1188.61,0.9999999990900352,0.09,1300.58,118.71
1.0,71.0,901.0,1931.54,0.9999999490685155,0.06,2600.0,159.45
2.0,226.0,511.0,1862.48,0.9999999943653985,0.11,2137.53,226.57
3.0,364.0,827.0,1096.16,0.9999999907116696,0.1,1199.51,124.14
4.0,810.0,842.0,1540.37,0.9999999998560409,0.12,1646.48,200.67
2.0,871.0,1027.0,347.52,0.9999999992915556,0.07,400.27,29.67
5.0,253.0,271.0,1557.61,0.9999999997438742,0.23,1642.28,369.96
1.0,51.0,962.0,2227.68,0.9999999267617237,0.06,2998.0,177.07
5.0,962.0,1050.0,2538.18,0.9999999996300495,0.13,2675.75,332.81
3.0,1027.0,1062.0,4157.01,0.9999999998771387,0.09,4545.83,407.35
3.0,547.0,865.0,1428.4,0.9999999968341402,0.1,1562.73,157.78
2.0,287.0,658.0,3859.21,0.9999999934289714,0.1,4427.26,418.08
3.0,872.0,970.0,1635.77,0.9999999995630648,0.1,1789.44,169.24
3.0,494.0,553.0,1016.97,0.9999999995524869,0.13,1112.93,140.59
1.0,264.0,708.0,2075.19,0.9999999927196184,0.07,2793.06,194.95
5.0,852.0,904.0,2587.91,0.9999999997670868,0.14,2728.16,370.42
2.0,639.0,800.0,3586.83,0.99999999898816,0.09,4114.91,351.54
3.0,762.0,1019.0,3467.49,0.999999998383915,0.09,3792.0,348.35
4.0,464.0,663.0,1773.8,0.9999999978347733,0.14,1895.86,261.65
2.0,708.0,735.0,1199.48,0.999999999864496,0.09,1377.24,123.03
4.0,878.0,912.0,2281.27,0.9999999998586822,0.12,2438.02,284.15
3.0,578.0,1044.0,3040.22,0.9999999945523115,0.09,3324.88,301.03
3.0,949.0,968.0,2739.3,0.9999999999289952,0.1,2995.89,283.69
6.0,898.0,952.0,2664.34,0.9999999997661246,0.15,2783.58,417.27
1.0,284.0,641.0,2996.76,0.9999999948560918,0.07,4031.61,295.57
5.0,379.0,990.0,3253.12,0.999999970376521,0.13,3429.26,441.77
1.0,695.0,1084.0,4530.5,0.9999999975852578,0.06,6092.88,335.1
4.0,964.0,969.0,2644.82,0.9999999999818576,0.11,2826.42,318.1
3.0,956.0,976.0,2432.1,0.9999999999257287,0.1,2660.04,250.67
3.0,789.0,842.0,2183.85,0.9999999997516635,0.1,2388.64,244.79
5.0,1058.0,1066.0,2468.13,0.999999999973392,0.12,2601.92,320.68
3.0,989.0,1053.0,1962.11,0.999999999759055,0.09,2146.22,193.31
3.0,424.0,840.0,4149.28,0.9999999935306023,0.1,4537.37,465.61
3.0,932.0,1094.0,3442.44,0.9999999992744861,0.09,3764.61,331.29
1.0,214.0,741.0,2854.22,0.9999999889450267,0.07,3840.04,261.84
4.0,973.0,1018.0,2813.61,0.9999999998289555,0.11,3006.75,328.68
4.0,213.0,989.0,1942.04,0.999999915911642,0.11,2075.6,230.82
2.0,675.0,887.0,4199.0,0.9999999986778367,0.08,4816.91,388.8
4.0,891.0,899.0,3489.04,0.9999999999684515,0.12,3728.35,438.1
1.0,226.0,1005.0,1480.7,0.9999999807583276,0.06,1994.1,114.79
1.0,164.0,370.0,1622.14,0.9999999957384349,0.09,2184.18,201.09
3.0,343.0,988.0,3996.42,0.9999999808054129,0.09,4370.26,408.89
4.0,875.0,1011.0,2672.17,0.9999999993386492,0.11,2855.64,313.45
1.0,593.0,891.0,654.16,0.9999999979445671,0.06,883.27,54.51
5.0,687.0,768.0,2593.44,0.9999999995188382,0.15,2733.99,405.86
5.0,575.0,594.0,5153.5,0.9999999998806899,0.17,5432.16,915.73
6.0,696.0,1087.0,1197.82,0.9999999946894644,0.14,1251.72,173.38
6.0,696.0,706.0,1496.72,0.9999999999489375,0.18,1563.94,275.77
6.0,714.0,871.0,2365.99,0.9999999988865722,0.16,2471.94,389.79
1.0,848.0,1057.0,5038.8,0.9999999990465778,0.06,6776.01,378.44
3.0,963.0,1052.0,4598.27,0.9999999996458686,0.09,5028.24,453.17
3.0,208.0,751.0,2306.14,0.9999999767891964,0.11,2522.34,274.83
6.0,753.0,1040.0,2894.36,0.9999999973461424,0.14,3023.85,430.22
3.0,805.0,1053.0,2437.63,0.999999998550626,0.09,2666.09,240.14
3.0,655.0,904.0,4757.76,0.9999999981666434,0.1,5202.6,512.43
2.0,486.0,1041.0,7218.41,0.9999999928811381,0.07,8279.39,608.8
1.0,843.0,888.0,2118.28,0.9999999998104514,0.06,2850.97,176.28
6.0,886.0,898.0,2236.89,0.9999999999517659,0.16,2337.09,362.26
1.0,273.0,487.0,1489.54,0.9999999970943521,0.08,2005.98,166.32
3.0,767.0,860.0,3573.2,0.9999999995290534,0.1,3907.57,395.81
6.0,931.0,1038.0,2109.26,0.999999999500728,0.14,2203.77,313.91
2.0,462.0,472.0,1222.68,0.9999999999242153,0.11,1403.85,153.8
3.0,637.0,1047.0,5252.43,0.9999999960779506,0.09,5743.41,519.11
5.0,436.0,440.0,2987.7,0.9999999999678624,0.19,3149.52,603.33
1.0,130.0,598.0,5132.73,0.999999986207935,0.08,6902.25,522.93
8.0,461.0,833.0,3397.46,0.9999999871662769,0.2,3510.13,704.28
1.0,44.0,288.0,7679.75,0.9999999878088205,0.1,10325.32,1030.38
1.0,348.0,807.0,2801.18,0.9999999940731956,0.07,3768.76,245.65
4.0,563.0,1092.0,2034.3,0.9999999910636023,0.11,2174.17,227.8
5.0,566.0,767.0,2138.18,0.9999999980709084,0.15,2254.17,334.86
3.0,651.0,1045.0,3670.81,0.9999999964114277,0.09,4014.28,363.24
4.0,902.0,1041.0,2513.6,0.9999999993430979,0.11,2686.23,289.74
5.0,909.0,945.0,2879.41,0.9999999998534874,0.13,3035.39,401.8
6.0,991.0,1042.0,2878.34,0.9999999998021103,0.14,3007.12,427.35
